record_id,title,description,source_url,organisation,organisation_type,function,capability,phase,region,date_published,atrs_version_raw,atrs_version,public_updated_at,accountability,human_oversight,contestability,impact_assessment,risks_mitigations,model_performance,data_governance,monitoring_maintenance,indicator_count,disclosure_score,field_count,substantive_field_count,field_completeness_ratio
8fd81b5c-4615-44d2-88c4-60e1b54a3fe0,Care Quality Commission: Risk Categorisation,Using data and information from and about health and care organisations to understand the risk of poor quality care in the services that the Care Quality Commission (CQC) regulates.,https://www.gov.uk/algorithmic-transparency-records/care-quality-commission-risk-categorisation,department-for-health-and-social-care,agency-or-public-body,health,,production,england,2026-03-30,v4.0,v4.0,2026-03-30T10:18:38+01:00,True,True,True,True,True,True,True,True,8,100.0,42,34,0.81
2b5507b7-a3e3-46ed-ab68-205fed8c3234,DBT: AI Chatbot,A support chatbot that provides AI powered responses to users based on their exporting or business support questions,https://www.gov.uk/algorithmic-transparency-records/dbt-ai-chatbot,department-for-business-and-trade,ministerial-department,general-public-services|economic-affairs,,private-beta,great-britain,2026-07-30,v4.0,v4.0,2026-07-30T15:42:33+01:00,True,True,False,True,True,True,True,True,7,87.5,51,33,0.647
882752cf-50ff-45c1-850b-5e190c464475,DBT: Business Growth Service AI Summariser ,An AI-powered summarisation feature that provides personalised funding information to business decision makers who are either starting a new business or looking to grow an existing business. ,https://www.gov.uk/algorithmic-transparency-records/dbt-business-growth-service-ai-summariser,department-for-business-and-trade,ministerial-department,,computer-linguistics,public-beta,great-britain,2025-10-16,v4.0,v4.0,2025-10-16T08:34:44+01:00,True,True,True,True,True,True,True,True,8,100.0,51,48,0.941
5297e2af-a3d2-4b0b-834b-39b5d20e44eb,DBT: Business Intelligence (BI) Subject Tagger,"Suggests subject tags for Business Intelligence (BI), which is information that UK-based and international companies share with the department.",https://www.gov.uk/algorithmic-transparency-records/dbt-business-intelligence-bi-subject-tagger,department-for-business-and-trade,ministerial-department,economic-affairs,discovery,production,uk,2025-04-29,v3,v3.0,2025-04-28T19:31:09+01:00,True,True,True,True,True,True,True,True,8,100.0,50,40,0.8
fbe1ab45-df65-4005-af2f-9457a308cb36,DBT: Expenses Fraud Detector,"A model to detect policy violations, anomalies and possible fraud within expense and Government Procurement Card (GPC) claims.",https://www.gov.uk/algorithmic-transparency-records/dbt-expenses-fraud-detector,department-for-business-and-trade,ministerial-department,economic-affairs,analysis,production,uk,2025-02-27,3.0,v3.0,2025-02-27T07:59:21+00:00,True,True,True,True,True,True,True,True,8,100.0,45,40,0.889
4bb5c16e-4f8c-4833-8dce-d929d11803fc,DBT: Find Exporters,Find Exporters data uses the Export Propensity Scores to aid users in establishing the export potential of companies on the Companies House register. The algorithm predicts the probability that a company exports goods. This can then be used to identify companies to work with.,https://www.gov.uk/algorithmic-transparency-records/dbt-find-exporters,department-for-business-and-trade,ministerial-department,economic-affairs,forecasting,production,uk,2024-12-17,v3.0,v3.0,2024-12-17T08:02:27+00:00,True,True,False,True,True,True,True,True,7,87.5,44,37,0.841
96a5dab6-67d2-445d-9e1c-7048d7d99742,DBT: Redbox,Redbox an internal Large Language Model tool for DBT staff to ask questions and upload documents to which aids and supports their work.,https://www.gov.uk/algorithmic-transparency-records/dbt-redbox,department-for-business-and-trade,ministerial-department,general-public-services,computer-linguistics,beta-pilot,great-britain,2025-10-16,v3.0,v3.0,2025-10-16T08:34:19+01:00,True,True,True,True,True,True,True,True,8,100.0,50,42,0.84
80d6b1b8-1300-4c15-a857-1a5cdd5824b3,DEFRA: Local Authority Waste Collection Cost Groupings,A tool that categorises local authorities into groups based on shared factors influencing the cost of waste collection.,https://www.gov.uk/algorithmic-transparency-records/defra-local-authority-waste-collection-cost-groupings,department-for-environment-food-and-rural-affairs,ministerial-department,environmental-protection,discovery,private-beta,uk,2025-08-27,v4.0,v4.0,2025-08-28T08:40:29+01:00,True,True,True,True,True,True,True,True,8,100.0,46,42,0.913
18a78590-1ca3-45cc-8def-2b6c38ab3b82,Department for Health and Social Care and NHS Digital: QCovid algorithm,The aim of this clinical tool is to create a way of predicting how at-risk individuals might be from coronavirus. The tool was developed for use by clinicians in support of conversations with patients about personal risk.,https://www.gov.uk/algorithmic-transparency-records/department-for-health-and-social-care-and-nhs-digital-qcovid-algorithm,department-for-health-and-social-care,ministerial-department,health,discovery,retired,england,2022-07-06,v1.1,v1.1,2024-02-21T13:50:12+00:00,True,True,True,True,True,False,True,True,7,87.5,37,36,0.973
130524a1-4b53-420e-8867-fa484245fe9a,DESNZ: Find ways to save energy in your home,An online government tool that provides personalised recommendations for energy-saving improvements in homes in England and Wales.,https://www.gov.uk/algorithmic-transparency-records/desnz-find-ways-to-save-energy-in-your-home,department-for-energy-security-and-net-zero,ministerial-department,housing-and-community-amenities,,public-beta,england-and-wales,2026-03-30,v4.0,v4.0,2026-03-30T10:18:16+01:00,True,True,True,False,True,True,True,True,7,87.5,51,43,0.843
c1a7c26b-dc6f-4319-9883-ddc31369d9dd,DESNZ: Green Deal Reduction Calculator,An algorithmic tool for calculating the amount to reduce a Green Deal loan by when a consumer complaint is upheld. ,https://www.gov.uk/algorithmic-transparency-records/desnz-green-deal-reduction-calculator,department-for-energy-security-and-net-zero,ministerial-department,housing-and-community-amenities,management,production,great-britain,2025-12-16,v3.0,v3.0,2025-12-16T11:52:15+00:00,True,True,True,True,True,True,True,True,8,100.0,50,37,0.74
2495c9bc-33d7-4387-8585-3fe48e320a0f,DESNZ: Heat Pump Suitability Tool,A calculator to determine if a heat pump could be suitable financial and net zero option for your home as well as determining if you require planning permission or eligible for energy grants.,https://www.gov.uk/algorithmic-transparency-records/desnz-heat-pump-suitability-tool,department-for-energy-security-and-net-zero,ministerial-department,general-public-services,analysis,production,uk,2025-12-16,v4.0,v4.0,2025-12-16T12:04:45+00:00,True,True,True,True,True,True,True,True,8,100.0,46,38,0.826
72e0de9e-b49b-4aa8-865a-fd2f40bf7838,DESNZ: Warm Home Discount Eligibility - Energy Cost Modelling,Models to help determine household eligibility for the Warm Home Discount Scheme (a one-off £150 discount on winter energy bills). ,https://www.gov.uk/algorithmic-transparency-records/desnz-warm-home-discount-eligibility-energy-cost-modelling,department-for-energy-security-and-net-zero,ministerial-department,environmental-protection|housing-and-community-amenities,forecasting,production,uk,2025-03-02,v3.0,v3.0,2025-03-02T07:58:06+00:00,True,True,True,True,True,True,True,True,8,100.0,45,40,0.889
2093f73d-0803-4cb6-a880-af1d72ee9d58,DESNZ: Warm Homes: Local Grant,"The Warm Homes: Local Grant (WH:LG) service provides users with guidance on whether they are eligible for the Warm Homes: Local Grant, and allows local authorities (LAs) to download referral data for citizens that could be eligible.",https://www.gov.uk/algorithmic-transparency-records/desnz-warm-homes-local-grant,department-for-energy-security-and-net-zero,ministerial-department,general-public-services|housing-and-community-amenities,,public-beta,great-britain,2026-03-30,v4.0,v4.0,2026-03-30T10:18:04+01:00,True,True,True,True,True,True,True,True,8,100.0,51,47,0.922
be02908a-4b07-4c40-99da-6fc14d1d6038,DfE: Apprenticeship Withdrawal Rate AI,"This tool aims to help identify the likelihood of an apprentice withdrawing from their course, along with the key risk factors and the specific time intervals where the possibility is higher. The tool hopes to improve low achievement rates.",https://www.gov.uk/algorithmic-transparency-records/dfe-apprenticeship-withdrawal-rate-ai,department-for-education,ministerial-department,education,forecasting|analysis,pre-deployment,england,2025-10-25,v3.0,v3.0,2025-04-28T19:31:05+01:00,True,True,True,True,True,True,True,True,8,100.0,50,46,0.92
95c57d51-4603-4155-a790-10f07bb6c112,DfE: Attendance reports using similar schools,"Identifying schools which are a similar to a given school, for the purposes of comparing their attendance",https://www.gov.uk/algorithmic-transparency-records/dfe-attendance-reports-using-similar-schools,department-for-education,ministerial-department,education,management,beta-pilot,england,2025-11-27,v3.0,v3.0,2025-11-27T15:37:24+00:00,True,True,False,True,True,True,True,True,7,87.5,50,44,0.88
030b3ec1-5111-4abb-b51c-6dad093b2d99,DfE: Correspondence Drafter,The Correspondence Drafter tool assists with the drafting of responses that the department's correspondence teams have received.,https://www.gov.uk/algorithmic-transparency-records/dfe-correspondence-drafter,department-for-education,ministerial-department,general-public-services|education,computer-linguistics,beta-pilot,uk,2025-12-16,v3.0,v3.0,2025-12-16T12:10:55+00:00,True,True,True,True,True,True,True,True,8,100.0,50,39,0.78
498d839e-53b4-4632-aa16-ffd5c623f9aa,DfE: Student Loans Forecast Modelling Pipeline,"Produces forecasts for the Department of Education's expenditure on, and the repayments it expects to receive from, higher education and further education student loans in England.",https://www.gov.uk/algorithmic-transparency-records/dfe-student-loans-forecast-modelling-pipeline,department-for-education,agency-or-public-body,education,forecasting,production,england,2025-02-27,v3.0,v3.0,2025-02-27T08:02:29+00:00,True,True,True,True,True,True,True,True,8,100.0,83,73,0.88
3f50e861-57dd-4ce5-b81b-9c5c8c3ad234,DfE: Virtual Assistant for Education Providers and Learners (Davina),The virtual assistant is used by customers to retrieve answers to simple queries. Customers are generally education providers and members of the general public.,https://www.gov.uk/algorithmic-transparency-records/dfe-virtual-assistant-for-education-providers-and-learners-davina,department-for-education,ministerial-department,education,computer-linguistics,production,uk,2025-04-04,v3,v3.0,2025-04-04T11:02:25+01:00,True,True,True,True,True,True,False,True,7,87.5,50,31,0.62
ece2efdf-68b4-4af3-9f28-62f39dc43189,Dorset Council: Formulate for Adult Social Care,"Providing fair, accurate and financially sustainable personal budgets to adults with eligible care and support needs. This record was written jointly by both Dorset Council and the tool supplier, Imosphere.",https://www.gov.uk/algorithmic-transparency-records/dorset-council-formulate-for-adult-social-care,dorset-council,local-authority,general-public-services|social-protection,forecasting|analysis,production,south-west,2025-01-28,v3.0,v3.0,2025-01-28T07:08:22+00:00,True,True,True,False,True,True,True,True,7,87.5,61,54,0.885
8a9c8637-e1ff-43bb-a32e-27ebbc4bb224,DSIT: Ask Ops Chatbot,Ask Ops Chatbot is a prototype tool that uses a Large Language Model to provide users with accurate and speedy answers 24/7 to questions about internal HR guidance.,https://www.gov.uk/algorithmic-transparency-records/dsit-ask-ops-chatbot,department-for-science-innovation-and-technology,ministerial-department,general-public-services,computer-linguistics|analysis,pre-deployment,uk,2024-12-17,v3.0,v3.0,2024-12-17T08:00:31+00:00,True,True,True,True,True,True,True,True,8,100.0,45,40,0.889
f05590b4-dd51-41e0-9bcc-895fd260705c,DSIT: Consult,"Consult is a new internal tool offering civil service departments high-quality, assured AI topic modelling capabilities for consultation processing.",https://www.gov.uk/algorithmic-transparency-records/dsit-consult,department-for-science-innovation-and-technology,ministerial-department,general-public-services,computer-linguistics,pre-deployment,uk,2025-05-14,v3.0,v3.0,2025-05-14T15:20:10+01:00,True,True,True,True,True,True,True,True,8,100.0,50,40,0.8
3d392cdc-7335-4650-a510-8cdfb31eeaaf,DSIT: GOV.UK Chat,"GOV.UK Chat is our AI-powered chatbot that allows users, for the first time, to get quick, personalised answers to their questions based on GOV.UK guidance",https://www.gov.uk/algorithmic-transparency-records/dsit-gov-dot-uk-chat,department-for-science-innovation-and-technology,ministerial-department,general-public-services,computer-linguistics,private-beta,uk,2025-10-07,v4.0,v4.0,2025-10-07T13:53:06+01:00,True,True,True,True,True,True,True,True,8,100.0,51,45,0.882
2862eff9-c94b-4ea5-9c17-9e9fba61a08c,DSIT: GOV.UK One Login - Liveness & Likeness Checks,A verification tool that uses an matching algorithm to match the users image with a trusted ID and ensures that they are present during the process.,https://www.gov.uk/algorithmic-transparency-records/dsit-gov-dot-uk-one-login-liveness-and-likeness-checks,department-for-science-innovation-and-technology,ministerial-department,general-public-services,computer-vision,production,wales|england,2025-12-16,v3.0,v3.0,2025-12-16T11:54:44+00:00,True,True,True,True,True,True,True,True,8,100.0,50,44,0.88
5d44428d-2f1c-4fb6-91ba-76e43ab996fd,DSIT: GOV.UK site search,GOV.UK site search is the search engine for GOV.UK. It enables users to search for information and services on GOV.UK by entering a search query to view results that are relevant to their query. ,https://www.gov.uk/algorithmic-transparency-records/dsit-gov-dot-uk-site-search,department-for-science-innovation-and-technology,ministerial-department,general-public-services,discovery,production,uk,2025-02-10,3.0,v3.0,2025-02-10T07:53:40+00:00,True,True,True,True,True,True,True,True,8,100.0,50,44,0.88
dcee876f-9ffd-4a83-a636-29c96bcf0214,DSIT - Parlex,Parlex is parliamentary intelligence tool that enables civil servants to more efficiently search and understand parliamentary activity.,https://www.gov.uk/algorithmic-transparency-records/dsit-parlex,department-for-science-innovation-and-technology,ministerial-department,general-public-services,computer-linguistics,beta-pilot,uk,2025-12-16,v3.0,v3.0,2025-12-16T11:50:49+00:00,True,True,True,True,True,True,True,True,8,100.0,45,40,0.889
dc1deba3-8a4d-4659-85b4-fc5de1268613,DSIT - Redbox,"An AI assistant to civil servants in the UK, enabling them to use the best large language models (LLMs) to help make their daily tasks easier.",https://www.gov.uk/algorithmic-transparency-records/dsit-redbox,department-for-science-innovation-and-technology,ministerial-department,general-public-services,computer-linguistics,beta-pilot,uk,2025-04-29,v3,v3.0,2025-04-28T19:31:09+01:00,True,True,True,True,True,True,True,True,8,100.0,50,40,0.8
9fdc7383-c3d8-4e04-aba4-4d782bcaab02,DSIT: Succession Select,A search tool to support identification of current Senior Civil Servants with career profiles that match requirements for senior digital role vacancies.,https://www.gov.uk/algorithmic-transparency-records/dsit-succession-select,department-for-science-innovation-and-technology,ministerial-department,general-public-services,computer-linguistics,beta-pilot,uk,2024-12-17,v3.0,v3.0,2024-12-17T08:00:38+00:00,True,True,True,True,True,True,True,True,8,100.0,45,39,0.867
25911e60-06fe-4bab-9728-04ceeb43d693,DVLA: Contact Centre Chatbot service,A Chatbot tool used by Contact Centre Webchat channel to automatically answer customers and collate relevant information for the Webchat advisor when required.  ,https://www.gov.uk/algorithmic-transparency-records/dvla-contact-centre-chatbot-service,department-for-transport,agency-or-public-body,general-public-services,computer-linguistics,production,great-britain,2025-12-16,v3.0,v3.0,2025-12-16T11:53:55+00:00,True,True,True,True,True,True,True,True,8,100.0,50,44,0.88
f1aa9d72-a5a4-4a12-b571-cd29cbfc64ae,DVLA: Contact Centre Natural Language IVR ,"A Natural Language IVR is used on the Contact Centre's voice channel, allowing customers to 'tell' us what their enquiry is about and then route them through to a relevant meessage and/or a advisor.",https://www.gov.uk/algorithmic-transparency-records/dvla-contact-centre-natural-language-ivr,department-for-transport,agency-or-public-body,general-public-services,,production,great-britain,2026-04-07,v4.0,v4.0,2026-04-07T14:11:26+01:00,True,True,True,True,True,True,True,True,8,100.0,51,44,0.863
00de9758-2f8c-4adb-9c9a-ff57cb2d50a0,DVLA: Drivers Medical Casework System,A casework system which uses decision trees to assist DVLA staff in assessing the users' ability to drive based on responses to medical questionnaires inputted by the user.,https://www.gov.uk/algorithmic-transparency-records/dvla-drivers-medical-casework-system,department-for-transport,agency-or-public-body,general-public-services,management,beta-pilot,uk,2025-05-29,v3,v3.0,2025-05-29T09:16:24+01:00,True,True,True,True,True,True,True,True,8,100.0,50,45,0.9
e511ab00-a593-4920-b5a3-5a9c40638674,DVSA: MOT Risk Rating,"An algorithm to identify potential non-compliance in MOT testing, and prioritise visits to MOT garages.",https://www.gov.uk/algorithmic-transparency-records/dvsa-mot-risk-rating,department-for-transport,agency-or-public-body,general-public-services|public-order-and-safety,forecasting|planning,production,uk,2025-02-10,3.0,v3.0,2025-02-10T07:52:06+00:00,True,True,True,False,True,False,True,True,6,75.0,50,36,0.72
308ce38a-847f-43ce-ad37-ff65821d9f94,DWP: Child Maintenance Service (CMS) - Predictive Analytics Compliance,This tool is used by the Child Maintenance Service to support caseworkers in the reduction of payment breakdowns of compliant cases in the Child Maintenance Collect and Pay service.,https://www.gov.uk/algorithmic-transparency-records/dwp-child-maintenance-service-cms-predictive-analytics-compliance,department-for-work-and-pensions,ministerial-department,general-public-services|social-protection,forecasting,production,uk,2025-10-30,v3.0,v3.0,2026-07-13T13:04:50+01:00,True,True,True,True,True,True,True,True,8,100.0,50,44,0.88
92ea9e71-03b2-4fbd-866c-2f7b5d661eab,DWP: CMG Return Letters processing,A computer vision tool used to extract the address and reference number from return letters.,https://www.gov.uk/algorithmic-transparency-records/dwp-cmg-return-letters-processing,department-for-work-and-pensions,ministerial-department,general-public-services,computer-vision,production,uk,2025-12-22,v3.0,v3.0,2025-12-22T14:05:09+00:00,True,True,False,True,True,False,False,True,5,62.5,50,27,0.54
b9fea827-2b82-467c-b88c-8d57dfdf8f17,DWP: Conversational Platform ,"A telephone based virtual assistant which asks callers the reason for their call, uses speech recognition to understand the response and then either signposts them to relevant self serve options such as GOV.UK or routes through to DWP advisors.",https://www.gov.uk/algorithmic-transparency-records/dwp-conversational-platform,department-for-work-and-pensions,ministerial-department,general-public-services,computer-audition,production,great-britain,2025-12-16,v3.0,v3.0,2025-12-16T12:09:02+00:00,True,True,True,True,True,True,True,True,8,100.0,50,41,0.82
2b43fd62-bb53-419e-ad7e-a1b80bc750fd,DWP: Employment and Support Allowance Online Medical Matching,A tool which helps Employment and Support Allowance (ESA) agents match medical conditions for ESA claims.,https://www.gov.uk/algorithmic-transparency-records/dwp-employment-and-support-allowance-online-medical-matching,department-for-work-and-pensions,ministerial-department,general-public-services|health|social-protection,computer-linguistics,production,uk,2025-02-10,v3.0,v3.0,2025-02-10T07:51:51+00:00,True,True,True,True,True,True,True,True,8,100.0,49,40,0.816
c4de469a-62b9-462e-bc3a-08ec122fae7b,DWP: Universal Credit Advances Model,Risk assessment of Universal Credit Advances for fraud prevention ,https://www.gov.uk/algorithmic-transparency-records/dwp-universal-credit-advances-model,department-for-work-and-pensions,ministerial-department,general-public-services,other,production,uk,2025-12-16,v4.0,v4.0,2025-12-16T12:05:38+00:00,True,True,True,True,True,True,True,True,8,100.0,51,42,0.824
a1e505eb-2cc5-4331-a923-2873b0f0f964,DWP: Urgent Journal Messages,Flagging messages from Universal Credit customers that may indicate a risk of harm.,https://www.gov.uk/algorithmic-transparency-records/dwp-urgent-journal-messages,department-for-work-and-pensions,ministerial-department,general-public-services,computer-linguistics,production,uk,2025-10-15,v3.0,v3.0,2025-10-30T08:05:54+00:00,True,True,False,True,True,True,True,True,7,87.5,50,36,0.72
07300799-85f5-4359-820a-fab3d81fbb9e,Ealing Council: Adult Social Care Annual Financial Expenditure Forecast,A machine learning model to forecast annual adult social care expenditure by cost centre.,https://www.gov.uk/algorithmic-transparency-records/ealing-council-adult-social-care-annual-financial-expenditure-forecast,ealing-council,local-authority,health,forecasting,production,london,2025-01-28,v3.0,v3.0,2025-01-28T07:09:07+00:00,True,True,False,False,True,True,True,True,6,75.0,42,32,0.762
bef4b467-7579-461e-9dc9-dbe235c2169e,NHS England: Electronic Prescription Service Assist Me,EPS Assist Me helps suppliers onboarding by answering their questions. ,https://www.gov.uk/algorithmic-transparency-records/electronic-prescription-service-assist-me,nhs-england,agency-or-public-body,general-public-services|health,,private-beta,england-and-wales,2026-05-28,v4.0,v4.0,2026-05-28T15:17:05+01:00,True,True,True,True,True,False,True,True,7,87.5,51,26,0.51
13a4f1b9-a3f8-40f5-9512-146335834268,Environment Agency: Hello Lamp Post,Hello Lamp Post is a community engagement platform that uses Artificial Intelligence to playfully communicate and consult with citizens.,https://www.gov.uk/algorithmic-transparency-records/environment-agency-hello-lamp-post,department-for-environment-food-and-rural-affairs,agency-or-public-body,environmental-protection,computer-linguistics,production,uk,2025-06-03,v3,v3.0,2025-06-03T10:06:44+01:00,True,True,True,True,True,True,True,True,8,100.0,50,44,0.88
c98af674-d58f-463f-815e-317c8e3d0f9b,DfT: EV Chargepoint Grant Photos Fraud Tool,The tool uses a deep learning image recognition model and Google's Vision API to detect potentially fraudulent or erroneous photos (photos of duplicate installations or photos downloaded from the web) that are submitted as evidence to EV chargepoint grant schemes,https://www.gov.uk/algorithmic-transparency-records/ev-chargepoint-grant-photos-fraud-tool,department-for-transport,ministerial-department,general-public-services,,private-beta,uk,2026-07-30,v4.0,v4.0,2026-07-30T15:03:00+01:00,True,True,True,True,True,True,True,True,8,100.0,51,34,0.667
38a7365e-7b2a-4eb8-a53c-c0faffc99820,FCDO: Consular Digital Triage - Written Enquiries LLM ,A tool for suggesting relevant guidance and services for British nationals abroad.,https://www.gov.uk/algorithmic-transparency-records/fcdo-consular-digital-triage-written-enquiries-llm,foreign-commonwealth-development-office,ministerial-department,general-public-services,computer-linguistics,beta-pilot,uk,2024-12-17,v3.0,v3.0,2024-12-17T08:01:01+00:00,True,True,True,True,True,True,True,True,8,100.0,50,42,0.84
39447ea9-adac-415e-bdfe-bfd12be26509,FCDO: Correspondence Triage,A tool to triage incoming correspondence for the correspondence team to ensure teams receive and respond more quickly to incoming communications.,https://www.gov.uk/algorithmic-transparency-records/fcdo-correspondence-triage,foreign-commonwealth-development-office,ministerial-department,general-public-services,computer-linguistics,public-beta,uk,2025-12-16,v4.0,v4.0,2025-12-16T12:09:30+00:00,True,True,True,True,True,True,True,True,8,100.0,51,47,0.922
55e8b4af-a91a-42f5-803f-df4b2217bc1f,Food Standards Agency: Food Hygiene Rating Scheme – AI,The aim of this tool is to help local authorities manage the hygiene inspection of food establishments. It supports local authorities to prioritise which businesses to inspect by predicting which might be at a higher risk of non-compliance with food hygiene regulations.,https://www.gov.uk/algorithmic-transparency-records/food-standards-agency-food-hygiene-rating-scheme-ai,food-standards-agency,agency-or-public-body,regulation,forecasting,retired,northern-ireland|wales|england,2022-07-06,v1.1,v1.1,2024-02-29T17:37:03+00:00,True,True,True,True,True,False,True,True,7,87.5,37,36,0.973
